trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
188,False,"{'a': 0.01, 'e': 0.8119999999999998}",25,0,-144.96472177191248,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
189,False,"{'a': 0.01, 'e': 0.8109999999999998}",30,0,-189.21290544386324,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
190,False,"{'a': 0.01, 'e': 0.8099999999999998}",25,8,-132.36034502730433,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 3}",1
191,False,"{'a': 0.01, 'e': 0.8089999999999998}",30,0,-82.29788181652378,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
192,False,"{'a': 0.01, 'e': 0.8079999999999998}",20,0,-34.22837039047395,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
193,False,"{'a': 0.01, 'e': 0.8069999999999998}",35,0,-101.60723640607284,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 1}",0
194,False,"{'a': 0.01, 'e': 0.8059999999999998}",20,1,-139.93619118140302,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 3}",1
195,False,"{'a': 0.01, 'e': 0.8049999999999998}",25,0,-126.76472110648122,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
196,False,"{'a': 0.01, 'e': 0.8039999999999998}",25,0,-154.12600321416141,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
197,False,"{'a': 0.01, 'e': 0.8029999999999998}",30,0,-99.6126444016677,"{0: 21, 1: 0, 2: 8, 3: 0, 4: 1}",0
198,False,"{'a': 0.01, 'e': 0.8019999999999998}",20,0,-73.41711700674435,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
199,False,"{'a': 0.01, 'e': 0.8009999999999998}",20,0,-20.042916576700105,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
200,False,"{'a': 0.01, 'e': 0.7999999999999998}",30,0,-208.49116016239753,"{0: 17, 1: 5, 2: 4, 3: 0, 4: 4}",0
201,False,"{'a': 0.01, 'e': 0.7989999999999998}",20,0,-137.12579155979486,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
202,False,"{'a': 0.01, 'e': 0.7979999999999998}",20,0,-44.51538123117426,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
203,False,"{'a': 0.01, 'e': 0.7969999999999998}",25,14,-28.428887000964814,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.7959999999999998}",25,13,-15.44442068601249,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.7949999999999998}",25,1,-23.834683072594462,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.7939999999999998}",20,0,-81.90082474169105,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
207,False,"{'a': 0.01, 'e': 0.7929999999999998}",25,15,-111.89922582035263,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 2}",1
208,False,"{'a': 0.01, 'e': 0.7919999999999998}",20,10,-48.38149957424785,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
209,False,"{'a': 0.01, 'e': 0.7909999999999998}",20,0,-56.46757856151257,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
210,False,"{'a': 0.01, 'e': 0.7899999999999998}",20,0,-216.0759262739714,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 4}",0
211,False,"{'a': 0.01, 'e': 0.7889999999999998}",20,0,-50.87520842919893,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
212,False,"{'a': 0.01, 'e': 0.7879999999999998}",25,0,-73.19011123562356,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
213,False,"{'a': 0.01, 'e': 0.7869999999999998}",20,0,-56.72959489295424,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
214,False,"{'a': 0.01, 'e': 0.7859999999999998}",30,0,-79.48392373679215,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
215,False,"{'a': 0.01, 'e': 0.7849999999999998}",25,0,-84.26632148147993,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
216,False,"{'a': 0.01, 'e': 0.7839999999999998}",25,0,-58.437863939592226,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
217,False,"{'a': 0.01, 'e': 0.7829999999999998}",25,0,-117.54989116697764,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
218,False,"{'a': 0.01, 'e': 0.7819999999999998}",20,6,-62.97522024476825,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
219,False,"{'a': 0.01, 'e': 0.7809999999999998}",30,0,-151.7081748877054,"{0: 17, 1: 1, 2: 9, 3: 2, 4: 1}",0
220,False,"{'a': 0.01, 'e': 0.7799999999999998}",25,0,-91.08446489803046,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
221,False,"{'a': 0.01, 'e': 0.7789999999999998}",20,12,-6.8113662458298245,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.7779999999999998}",25,19,4.232230627544397,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.7769999999999998}",25,0,-64.9993953105598,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
224,False,"{'a': 0.01, 'e': 0.7759999999999998}",25,9,-29.300563332453923,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.7749999999999998}",30,1,-184.38332936458104,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 4}",1
226,False,"{'a': 0.01, 'e': 0.7739999999999998}",20,0,-44.55111888738808,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
227,False,"{'a': 0.01, 'e': 0.7729999999999998}",20,0,-25.270662337875883,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
228,False,"{'a': 0.01, 'e': 0.7719999999999998}",25,0,-82.85217273161074,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
229,False,"{'a': 0.01, 'e': 0.7709999999999998}",20,16,7.263907792552274,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.7699999999999998}",20,0,-47.60584681122614,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
231,False,"{'a': 0.01, 'e': 0.7689999999999998}",20,11,-29.133630411238727,"{0: 4, 1: 3, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.7679999999999998}",30,0,-41.30007517502267,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
233,False,"{'a': 0.01, 'e': 0.7669999999999998}",25,9,-16.81947003073227,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.7659999999999998}",25,0,-111.7208287409164,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",1
235,False,"{'a': 0.01, 'e': 0.7649999999999998}",30,0,-138.58628952827894,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
236,False,"{'a': 0.01, 'e': 0.7639999999999998}",30,0,-142.31328545698148,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
237,False,"{'a': 0.01, 'e': 0.7629999999999998}",30,9,-92.41638563894723,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 1}",1
238,False,"{'a': 0.01, 'e': 0.7619999999999998}",20,2,-150.4977453550614,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 3}",1
239,False,"{'a': 0.01, 'e': 0.7609999999999998}",20,0,-136.7709115359289,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 3}",0
240,False,"{'a': 0.01, 'e': 0.7599999999999998}",30,0,-189.76047178720606,"{0: 20, 1: 2, 2: 2, 3: 3, 4: 3}",0
241,False,"{'a': 0.01, 'e': 0.7589999999999998}",25,0,-83.78928430366754,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
242,False,"{'a': 0.01, 'e': 0.7579999999999998}",25,0,-95.61461081791245,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
243,False,"{'a': 0.01, 'e': 0.7569999999999998}",30,0,-152.35145478374238,"{0: 19, 1: 6, 2: 1, 3: 1, 4: 3}",0
244,False,"{'a': 0.01, 'e': 0.7559999999999998}",25,9,-7.624338106724597,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.7549999999999998}",30,8,-84.99009284318294,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 1}",1
246,False,"{'a': 0.01, 'e': 0.7539999999999998}",20,4,-13.681379769129649,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.7529999999999998}",20,12,8.345240026120749,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.7519999999999998}",20,0,-114.85179783467984,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
249,False,"{'a': 0.01, 'e': 0.7509999999999998}",25,0,-118.35540870979254,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
250,False,"{'a': 0.01, 'e': 0.7499999999999998}",20,0,-31.68200785003474,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
251,False,"{'a': 0.01, 'e': 0.7489999999999998}",25,3,-62.167375806365804,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1
252,False,"{'a': 0.01, 'e': 0.7479999999999998}",20,0,-28.07344663480542,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.01, 'e': 0.7469999999999998}",25,16,-16.522363313846277,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.7459999999999998}",25,12,-59.028312769225586,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
255,False,"{'a': 0.01, 'e': 0.7449999999999998}",35,18,-13.7141801678364,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.7439999999999998}",25,0,-146.43329688828862,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
257,False,"{'a': 0.01, 'e': 0.7429999999999998}",20,0,-39.54648007058236,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
258,False,"{'a': 0.01, 'e': 0.7419999999999998}",20,2,-70.23893024123879,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
259,False,"{'a': 0.01, 'e': 0.7409999999999998}",30,4,-208.8136483078042,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 3}",1
260,False,"{'a': 0.01, 'e': 0.7399999999999998}",20,0,-95.37661412075207,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
261,False,"{'a': 0.01, 'e': 0.7389999999999998}",25,16,-7.675774688526975,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.7379999999999998}",20,0,-66.5029395603478,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
263,False,"{'a': 0.01, 'e': 0.7369999999999998}",20,9,7.924444021966027,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.7359999999999998}",20,0,-95.11909982285746,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
265,False,"{'a': 0.01, 'e': 0.7349999999999998}",25,0,-98.92500751607577,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
266,False,"{'a': 0.01, 'e': 0.7339999999999998}",20,4,-41.76930906775025,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.7329999999999998}",20,0,-67.38449663941033,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
268,False,"{'a': 0.01, 'e': 0.7319999999999998}",25,0,-86.5280987093168,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
269,False,"{'a': 0.01, 'e': 0.7309999999999998}",25,0,-137.78773236583152,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
270,False,"{'a': 0.01, 'e': 0.7299999999999998}",25,0,-51.42690610608075,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
271,False,"{'a': 0.01, 'e': 0.7289999999999998}",35,13,-130.66350980720776,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 2}",1
272,False,"{'a': 0.01, 'e': 0.7279999999999998}",20,11,-25.52445192858179,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.7269999999999998}",25,0,-87.36736704176302,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
274,False,"{'a': 0.01, 'e': 0.7259999999999998}",20,0,-110.7924286423862,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
275,False,"{'a': 0.01, 'e': 0.7249999999999998}",25,0,-70.8484777015879,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
276,False,"{'a': 0.01, 'e': 0.7239999999999998}",25,20,9.422156992325675,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.7229999999999998}",20,15,-0.48157289189634,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.7219999999999998}",20,13,17.831121385469938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.7209999999999998}",20,0,-77.82161518112682,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
280,False,"{'a': 0.01, 'e': 0.7199999999999998}",20,9,-39.66871546288537,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
281,False,"{'a': 0.01, 'e': 0.7189999999999998}",25,5,-40.61257755230861,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
282,False,"{'a': 0.01, 'e': 0.7179999999999997}",20,9,-52.051850263631145,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
283,False,"{'a': 0.01, 'e': 0.7169999999999997}",30,0,-100.07833231603469,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",1
284,False,"{'a': 0.01, 'e': 0.7159999999999997}",30,0,-121.82182124938024,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
285,False,"{'a': 0.01, 'e': 0.7149999999999997}",25,0,-87.01153828655407,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
286,False,"{'a': 0.01, 'e': 0.7139999999999997}",20,7,11.633602733404238,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.7129999999999997}",30,0,-140.9490186936315,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
288,False,"{'a': 0.01, 'e': 0.7119999999999997}",20,0,-58.811106933266935,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
289,False,"{'a': 0.01, 'e': 0.7109999999999997}",20,0,-43.41282288410406,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
290,False,"{'a': 0.01, 'e': 0.7099999999999997}",25,12,-36.81333664755795,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
291,False,"{'a': 0.01, 'e': 0.7089999999999997}",25,8,-86.72009065445232,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 1}",1
292,False,"{'a': 0.01, 'e': 0.7079999999999997}",20,0,-148.126298380872,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
293,False,"{'a': 0.01, 'e': 0.7069999999999997}",20,0,-24.92182645144367,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
294,False,"{'a': 0.01, 'e': 0.7059999999999997}",20,0,-164.53282725492608,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
295,False,"{'a': 0.01, 'e': 0.7049999999999997}",30,21,-22.595433175043805,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.7039999999999997}",25,5,-28.67405460065513,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.7029999999999997}",20,0,-67.67828585782155,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
298,False,"{'a': 0.01, 'e': 0.7019999999999997}",20,0,-72.48220057278687,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
299,False,"{'a': 0.01, 'e': 0.7009999999999997}",20,11,4.05416580699864,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.6999999999999997}",20,0,-64.7696246964608,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
301,False,"{'a': 0.01, 'e': 0.6989999999999997}",20,14,9.901395833752549,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.6979999999999997}",20,0,-71.5468445478789,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
303,False,"{'a': 0.01, 'e': 0.6969999999999997}",25,0,-43.040117586790224,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 0}",0
304,False,"{'a': 0.01, 'e': 0.6959999999999997}",20,4,-90.2200168389863,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 1}",1
305,False,"{'a': 0.01, 'e': 0.6949999999999997}",30,11,-12.642441354758338,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.6939999999999997}",25,4,-21.339005673897343,"{0: 14, 1: 6, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.6929999999999997}",20,0,-54.15477911924332,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
308,False,"{'a': 0.01, 'e': 0.6919999999999997}",20,0,-69.98397276583286,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
309,False,"{'a': 0.01, 'e': 0.6909999999999997}",25,0,-80.56868545353487,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
310,False,"{'a': 0.01, 'e': 0.6899999999999997}",20,0,-101.14082993636947,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
311,False,"{'a': 0.01, 'e': 0.6889999999999997}",30,0,-146.25893878198497,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
312,False,"{'a': 0.01, 'e': 0.6879999999999997}",25,10,-16.414051258894663,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.6869999999999997}",25,9,-102.70360262930649,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 2}",1
314,False,"{'a': 0.01, 'e': 0.6859999999999997}",20,0,-22.473397805154505,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
315,False,"{'a': 0.01, 'e': 0.6849999999999997}",25,0,-43.25030001455322,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
316,False,"{'a': 0.01, 'e': 0.6839999999999997}",20,2,-147.73270583261402,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 3}",1
317,False,"{'a': 0.01, 'e': 0.6829999999999997}",20,0,-29.302624736533076,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
318,False,"{'a': 0.01, 'e': 0.6819999999999997}",20,0,-42.76526804240958,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
319,False,"{'a': 0.01, 'e': 0.6809999999999997}",25,0,-14.675854909189539,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
320,False,"{'a': 0.01, 'e': 0.6799999999999997}",20,0,-45.44949555552778,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
321,False,"{'a': 0.01, 'e': 0.6789999999999997}",25,12,-72.86314793191505,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
322,False,"{'a': 0.01, 'e': 0.6779999999999997}",20,0,-41.935371097235354,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
323,False,"{'a': 0.01, 'e': 0.6769999999999997}",20,0,-151.94763778826683,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
324,False,"{'a': 0.01, 'e': 0.6759999999999997}",20,0,-76.9007452210634,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
325,False,"{'a': 0.01, 'e': 0.6749999999999997}",30,5,-122.40662677632295,"{0: 18, 1: 2, 2: 0, 3: 3, 4: 2}",1
326,False,"{'a': 0.01, 'e': 0.6739999999999997}",25,8,6.803588255877257,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.6729999999999997}",25,0,-151.55263103716663,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
328,False,"{'a': 0.01, 'e': 0.6719999999999997}",30,0,-31.871086630394167,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
329,False,"{'a': 0.01, 'e': 0.6709999999999997}",20,6,-26.215854474893913,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.6699999999999997}",30,0,-76.03333764406369,"{0: 22, 1: 0, 2: 6, 3: 2, 4: 0}",0
331,False,"{'a': 0.01, 'e': 0.6689999999999997}",25,0,-13.938937229734938,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
332,False,"{'a': 0.01, 'e': 0.6679999999999997}",25,0,-23.88349072979415,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
333,False,"{'a': 0.01, 'e': 0.6669999999999997}",20,10,-2.5356192753089255,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.6659999999999997}",20,0,0.20251980250141655,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
335,False,"{'a': 0.01, 'e': 0.6649999999999997}",20,0,-48.3245350739398,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
336,False,"{'a': 0.01, 'e': 0.6639999999999997}",25,3,-54.33274834623681,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 1}",1
337,False,"{'a': 0.01, 'e': 0.6629999999999997}",25,13,8.060615319093802,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.6619999999999997}",25,0,-113.2827119048379,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
339,False,"{'a': 0.01, 'e': 0.6609999999999997}",25,20,8.318129948468894,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.6599999999999997}",20,0,-40.88752081415534,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
341,False,"{'a': 0.01, 'e': 0.6589999999999997}",30,9,-42.67461878060869,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
342,False,"{'a': 0.01, 'e': 0.6579999999999997}",25,0,-12.566805670173554,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
343,False,"{'a': 0.01, 'e': 0.6569999999999997}",20,3,-70.58161979201144,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
344,False,"{'a': 0.01, 'e': 0.6559999999999997}",25,12,-2.8003997068226734,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.6549999999999997}",20,0,-41.115024264583646,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
346,False,"{'a': 0.01, 'e': 0.6539999999999997}",20,0,-65.06241016316905,"{0: 10, 1: 6, 2: 3, 3: 1, 4: 0}",0
347,False,"{'a': 0.01, 'e': 0.6529999999999997}",20,0,-44.804998872013755,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
348,False,"{'a': 0.01, 'e': 0.6519999999999997}",20,0,-88.29975783265967,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
349,False,"{'a': 0.01, 'e': 0.6509999999999997}",30,15,-49.057282356855,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 1}",1
350,False,"{'a': 0.01, 'e': 0.6499999999999997}",20,0,-64.33966187512183,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
351,False,"{'a': 0.01, 'e': 0.6489999999999997}",25,0,-14.275889934281123,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
352,False,"{'a': 0.01, 'e': 0.6479999999999997}",25,3,-45.145972725514184,"{0: 16, 1: 4, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.01, 'e': 0.6469999999999997}",30,0,-130.7279773729296,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
354,False,"{'a': 0.01, 'e': 0.6459999999999997}",25,14,7.7809051108474865,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.6449999999999997}",20,12,2.3048585004349618,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.6439999999999997}",20,0,-82.7498565783608,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
357,False,"{'a': 0.01, 'e': 0.6429999999999997}",20,0,-51.26969663421485,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
358,False,"{'a': 0.01, 'e': 0.6419999999999997}",30,11,-19.538595741056398,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.6409999999999997}",20,0,-78.31214282931269,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
360,False,"{'a': 0.01, 'e': 0.6399999999999997}",20,0,-20.539077024775022,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
361,False,"{'a': 0.01, 'e': 0.6389999999999997}",30,8,-10.797905388903391,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.6379999999999997}",20,0,-130.58784555158718,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
363,False,"{'a': 0.01, 'e': 0.6369999999999997}",20,15,3.140755700967155,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.6359999999999997}",25,9,0.4157166562812402,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.6349999999999997}",30,9,-30.141560540848122,"{0: 13, 1: 6, 2: 2, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.6339999999999997}",35,9,-72.48085392155912,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 1}",1
367,False,"{'a': 0.01, 'e': 0.6329999999999997}",20,15,8.870810943451973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.6319999999999997}",20,0,-85.39364087876172,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
369,False,"{'a': 0.01, 'e': 0.6309999999999997}",20,0,-148.3048631789306,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
370,False,"{'a': 0.01, 'e': 0.6299999999999997}",20,14,9.384136321460693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
